gene_name,Adrenal_Gland,Spleen,Heart_Atrial_Appendage,Pancreas,Artery_Aorta,Breast_Mammary_Tissue,Small_Intestine_Terminal_Ileum,Colon_Sigmoid,Esophagus_Mucosa,Esophagus_Muscularis,Esophagus_Gastroesophageal_Junction,Muscle_Skeletal,Thyroid,Heart_Left_Ventricle,Artery_Coronary,Stomach,Uterus,Vagina,Colon_Transverse,Skin_Not_Sun_Exposed(Suprapubic),Nerve_Tibial,Artery_Tibial,Ovary,Liver,Lung,Brain_Cerebellum,Brain_Cortex,Skin_Sun_Exposed(Lower_leg),Pituitary,Testis,Prostate,Minor_Salivary_Gland
METTL3,5.08,5.74,4.94,5.49,5.06,5.63,5.29,5.41,4.44,4.9,5.33,5.42,5.62,5.26,5.56,5.13,5.85,5.72,5.44,5.44,5.54,5.1,5.81,5.2,5.43,5.72,4.92,5.34,5.37,5.6,5.81,5.4
