TCGA_A6_5659_01A,TCGA_A6_2685_01A,TCGA_A6_2686_01A,TCGA_AA_3697_01A,TCGA_A6_2679_01A,TCGA_AA_3517_01A,TCGA_AZ_6605_01A,TCGA_F4_6704_01A,TCGA_AA_3514_01A,TCGA_AA_3660_01A,TCGA_AZ_6598_01A,TCGA_A6_2684_01A,TCGA_AA_3534_01A,TCGA_AA_3663_01A,TCGA_AA_3520_01A,TCGA_AA_3516_01A,TCGA_AA_3522_01A,TCGA_AZ_6599_01A,TCGA_A6_2675_01A,TCGA_AA_3511_01A,TCGA_A6_5667_01A,TCGA_AA_3662_01A,TCGA_AA_3712_01A,TCGA_A6_5662_01A,TCGA_A6_2682_01A,TCGA_AA_3655_01A,TCGA_AZ_6600_01A,TCGA_AA_3489_01A,TCGA_AZ_6603_01A,TCGA_A6_2678_01A,TCGA_AA_3713_01A,TCGA_AZ_6601_01A,TCGA_A6_5665_01A,TCGA_A6_2671_01A,TCGA_AA_3518_01A,TCGA_A6_2683_01A,TCGA_AA_3496_01A,TCGA_A6_2680_01A,TCGA_AA_3525_01A,TCGA_AA_3531_01A,TCGA_AA_3527_01A,TCGA_AA_3511_11A,TCGA_AA_3517_11A,TCGA_AA_3496_11A,TCGA_A6_5659_11A,TCGA_AA_3713_11A,TCGA_AA_3655_11A,TCGA_AZ_6601_11A,TCGA_AA_3514_11A,TCGA_AA_3697_11A,TCGA_AZ_6598_11A,TCGA_A6_2678_11A,TCGA_AA_3531_11A,TCGA_AA_3534_11A,TCGA_AA_3525_11A,TCGA_AA_3527_11A,TCGA_AA_3663_11A,TCGA_AA_3489_11A,TCGA_A6_2686_11A,TCGA_AA_3662_11A,TCGA_AA_3516_11A,TCGA_A6_2671_11A,TCGA_A6_5662_11A,TCGA_A6_5665_11A,TCGA_A6_2684_11A,TCGA_AA_3712_11A,TCGA_A6_5667_11A,TCGA_AA_3660_11A,TCGA_AZ_6605_11A,TCGA_AA_3518_11A,TCGA_A6_2675_11A,TCGA_A6_2685_11A,TCGA_A6_2683_11A,TCGA_A6_2679_11A,TCGA_AA_3522_11A,TCGA_AZ_6600_11A,TCGA_F4_6704_11A,TCGA_AA_3520_11A,TCGA_A6_2682_11A,TCGA_AZ_6603_11A,TCGA_A6_2680_11A,TCGA_AZ_6599_11A,gene_name
52.13841131,56.51738807,56.57203791,63.24458991,54.5218395,70.98755111,50.04098514,58.32745012,66.42837439,72.65933318,53.32520511,70.90434507,58.30455762,73.04539491,51.00100191,54.82576662,50.66896888,61.30732808,58.86697166,55.89660251,58.62005809,75.05784933,61.4376469,53.65017283,64.58081887,69.45018413,59.86440909,53.25704884,54.78534014,52.26122358,70.88118941,67.33254678,71.22952616,48.79844526,65.56403548,68.47767385,68.60859217,55.81776329,52.97148434,66.50186974,67.09993325,54.53165992,44.13842629,46.82584031,47.68316517,54.36690872,48.69157478,53.67213986,45.87009335,52.68046719,50.50651348,46.81269008,36.96708238,51.07927558,52.06445159,42.27032308,51.14587782,51.2652234,44.12735502,53.78781659,34.27407171,39.22015646,47.47479449,43.04331797,47.3807963,53.85063296,54.35255393,48.03807281,51.46678486,38.77870396,52.95499493,51.32041691,46.54327515,45.60418393,49.35155749,44.72598679,60.0621308,44.66961547,47.03639697,50.35594368,34.09485291,49.59589051,METTL3
32.13921403,20.04476964,34.48261411,33.55665522,6.605690575,22.23215915,30.11592661,25.04481945,13.54981319,24.8085718,33.51035841,23.84843075,35.97922221,42.79204208,37.08802093,38.96427586,35.84996488,38.00334507,21.3113752,25.62907809,34.64787176,38.18130938,36.32620416,28.39588479,24.23977947,37.35926777,27.74909687,30.68208318,27.86909062,27.31746917,46.12116,30.77559681,47.96663713,22.12825923,34.82272957,8.301417382,23.69079883,19.66240883,35.47799149,15.01844025,7.803462241,31.97866411,35.10235304,35.04730943,37.69993742,40.27710159,36.74889013,27.05460142,42.72018563,31.59479376,27.79723065,33.89391306,33.4491424,31.44206803,35.47078178,32.03933417,33.45251293,42.51105091,32.0806088,34.60719146,35.86511384,27.52605031,37.97960477,36.01455317,34.24815884,35.62400563,31.38057738,34.42455509,26.96957922,27.34392577,29.41508089,34.30411825,32.66471733,32.24130443,30.76105455,30.24097274,35.2318273,31.25232709,31.99222532,31.76149308,27.79391654,31.42063107,METTL4
